,PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
1056373,2131513,"FASHEEN MOTOROLA MOTO ONE FUSION PLUS, 9H hardness, Flexible, Shatterproof, Impossible Screen Guard for MOTOROLA MOTO ONE FUSION PLUS","[Value for Purchase : Feel Free to contact seller on Customer Care Number provided on Bill/ packing in case of any Size/Fitting/Dust/ Quality/Application Issues withing 10 days of product delivery.,Unbreakable Screen Guard : Shatterproof Screen Guard ensures low Smartphone usage eye Strain, Its Oleophobic Anti-Smudge coating maintains your MOTOROLA MOTO ONE FUSION PLUS device original HD viewing experience and high-sensitivity touch response.,Shock Absorption : Made up of heavy silicon layer that ensures impact dispersion, This Finish sheet is unbreakable and thinner than any ordinary tempered glass, It has Silicon Bubble-free Adhesive, that adheres to the MOTOROLA MOTO ONE FUSION PLUS phone's screen without any gaps or bubbles.,Flat Screen Coverage: This Screen Protector does not fully cover the Curved edges of the device & its not Edge to Edge & only covers the flat screen area of your MOTOROLA MOTO ONE FUSION PLUS Device. Screen protector is Back Cover Case Friendly as it is slightly smaller from all four sides to ensure a proper Fit.,Not a Glass : It is made up of hammer proof Chemically Treated Fibre that is Fully flexible & around 0.26 mm in tickness whereas normal tempered glass are more than 0.50 mm thick, ensures maximum protection for your MOTOROLA MOTO ONE FUSION PLUS phone.]","<p><strong>FASHEEN</strong> Impossible Screen Protector for your <strong>MOTOROLA MOTO ONE FUSION PLUS </strong> Smart Phone. </p> <p><b>ULTIMATE PROTECTION AND USABILITY: </b></p>This Screen Protector is designed to protect your Eyes from damage due to excess use of smartphone . It prevents your device screen against impact, scratches, dust and fingerprint smudges. Manufactured from a high quality chemically Pet Fiber Film , These screen protectors are lightweight, thin but most importantly, extremely protective. You will not face any problems like Rainbow Effect, Dust Particles entering from sides, Weak Adhesion, Less responsiveness. </p> <p><b>ROUNDED EDGES:</b></p> <p>Designed to provide the smooth Touch screen experience.</p> <p><b>OLEOPHOBIC COATING:</b></p> <p>The Oleo phobic coating built into these screen protectors is a special oil-repellant coating which prevents oily finger marks from sticking to the screen, so that they can be easily wiped off without leaving hard to remove dried on smudges.</p> <p><b>EASY INSTALLATION:</b></p> <p>These Screen protectors have Silicon Bubble-free Adhesive. Thus Adheres to the phone's screen without any gaps or bubbles, leaving the touch sensitivity unaffected.</p> <p><Strong> FASHEEN Disclaimer : </Strong> The Pictures/Images used are for illustration purpose only & there can be a slight difference in image colors & Sizes as per the Camera, Sensors, Phone Screen Curve etc .</p> <p><strong>About Our Service</strong> :</p> <ul> <li>Prompt and Good Service, Ships products on Time.</li> <li>Reply the inquiry within 24 hours.</li> <li>Feel Free to Contact Seller for free 10 days Replacement in case of any Size/Fitting/Quality Issues.</li> </ul>",2211,787.401574
835081,8799,Still Water: (Resnick 9),,,12744,433.07
1691275,235016,"Les Travailleurs De La Mer, Volume 1",,,99,744.093
2077485,492438,"Blank Graphic Novel: Lined Pages with Panels for Drawing or Doodling, 100 Formatted Pages for Comic Book & Graphic Novels",,,12415,850.0
1789781,2580357,"VIKIJO Wooden Walnut Hanger for Cloth Wardrobe Storage Hanger, Dress Coat Jacket Clothes Hangers (45), Standard (WH-1205)","[High-grade wood of Gugertree with natural finish, keep your clothes in original shape,Grooved bar, attractive appearance, smoothly,Flat body can hold all shapes and styles of coats, skirts, trousers,Hangers are crafted of durable, solid wood of the finest quality. Anti-rust chrome metal ensures your hangers maintain their pristine appearance for many years.,Fashioned with a modern yet muted design, hangers will enhance the appearance of your wardrobe. 9 ¾” wide and 6 ½” wide, they look slender and neat.]","This clothes hooks is made of premium-grade stainless steel and it is sturdy enough to hold clothes even when wet, these black wall mount clothes hanger are sturdy without bending. Don't be fooled by its small size, it's durable, efficient and perfect for cloth wall mount. This is ideal for the space that has in your balcony or other rooms. It also looks neat and attractive and matches other accessories at home.",1697,590.5511805
219693,2723736,KAZRU Meals Clothing Protectors Bibs Disability Daily Aid Cotton Saliva Towel 02; [75007419KAZRU],"[Kindly refer the product description before buying the product.,Easy and comfortable to put on and close with the adjustable cord.,Protects against spills during meals or messy projects.,Protects the clothes, and catches spills and droolingâs.,Cover the top area of any adult, Put these on before serving, and you will save yourself from cleaning up a big mess. Perfect for all types of adults with disabilities, wheather they are in a wheelchair, bed or not. Protects against spills.]","<p><b>Description:</b></p><p>Easy and comfortable to put on and close with the adjustable cord.<br>Protects against spills during meals or messy projects.<br>Protects the clothes, and catches spills and droolingâs.<br>Cover the top area of any adult, Put these on before serving, and you will save yourself from cleaning up a big mess. Perfect for all types of adults with disabilities, wheather they are in a wheelchair, bed or not. Protects against spills.<br>Easy an lightweight these are perfect for every nursing homes, elderly facility, and homes where there are elderly and disabled adults.<br>Size0: Approx.<br>01: 30 x 20 cm / 11.81 x 7.87 inch<br>02: 39 x 35 cm / 15.35 x 13.77 inch<br>Mateial: Cotton<br></p><p><b>Package Includes:</b></p><p>1 Piece Cotton Adults Bib</p><p><b>Note:</b></p><p>1.Please allow 1~3 cm error due to manual measurement, thanks.<br>2.Due to the difference between different monitors, the picture may not reflect the actual color of the item. Please understand, thank you.</p>",11917,314.9606296
1869694,176956,Six Ingredients or Less: Over 500 Quick and Easy Recipes Using 6 Ingredients or Less,,,77,625.0
1730640,821613,"Prime-Line Products P 8123 Screen Retainer Spline.145-in, Foam, Black, 500-ft","[Polyethylene foam,Black in color,.145 (9/64-in) x 500 ft.,Used to hold screening materials to 7/8"" x 5/16"" extruded screen frames]",Prime Line P 8123 Screen Retainer Spline .145 Dia.500 Foam Black Features: Designed to fit extruded screen frame.Black polyethylene foam constructionCompresses more than vinyl splineCan be substituted for metal spline.,13384,875.0
379322,2218395,DEFLOW Men's Brown-191 New Latest Comfortable Casual Sports Running Shoes_8 UK,"[Sole: PVC || Closure Type: Lace-ups||Color : Brown,DEFLOW :Brings you the latest collection of sports shoes with different style,Comfortable Fit: These walking shoes have been designed to keep you active by giving you all of the lightweight comfort that you expect from a walking shoe,The Footwear That Suits Your Personality. Our Footwear Are Made With Good Material And The It Offers You Trendy Design With Long Lasting Performance.,GREAT COMFORT & PREMIUM MATERIAL : The DEFLOW Shoe matches a first-class feeling of comfort with iconic DEFLOW style and soul. It features a unique construction for a seamless fit, while its outsole adds a visible pu-Sole unit for enhanced cushioning.]","DEFLOW Presents to You Best Quality Footwear made Of Best Quality Material Which Is Durable and Comfortable to Wear DEFLOW Offers You a Variety of Designs and Styles with Unique Straps and Soles. These stylish shoes are the perfect inspiration for a fashionable look. The comfortable sole makes sure that your feet stay comfortable throughout the day and you enjoy optimal Grip. Designed to offer comfort at its best, without compromising on style. DEFLOW is committed to deliver the finest shoes ever made. Converting designs and ideas into masterpiece is the work of DEFLOW.",3224,826.7716527
1897473,2560988,Ubersweet® Imported 10Pcs Pearl Beaded Clothes Pants Hanger Trousers Dress Holder with Bowknot U7D9_116976,"[New & Imported Item.,Contains: Pack of 1,In case of any query or issue. Feel free to reach out to us.,Delivery within 3-5 weeks]",Generic 10Pcs Pearl Beaded Clothes Pants Hanger Trousers Dress Holder with Bowknot U7D9,1697,590.5511805
449666,1550970,"Myra Bag Authentic Vintage Upcycled Canvas & Cowhide Leather Shoulder Bag S-1231, Brown, One Size","[Zipper enclosure with 2 exterior and 3 interior pockets,Measures 10.5"" W x 13.5"" H x 2.5"" D,24"" Shoulder Strap,Genuine leather accents,Each bag is truly original since they are made from upcycled materials and genuine leather]","This stylish Myra bag combines functional design with chic high fashion for everyday use. Myra Bags are made from upcycled materials like canvas tarps and tents, using recycled materials to avoid waste. The Myra Bag collection is about creating great fashion that's earth friendly. We add special detailing like leather handles, trim, and printed graphics to give Myra Bags a one-of-a-kind style. <p></p> PLEASE NOTE: Each of these bags is truly an original! Much of the materials are recycled from used tarps and tents. These tarps have literally traveled the world and carry the scars and bruises of use. Though we take great care to launder all of our materials and thoroughly clean them, each bag will sport its own unique marks of wear and tear. Slight variations, including stitch marks and minor staining on the canvas, are possible. These are the hallmarks of an up-cycled item. However, please let us know if you receive a bag or tote that seems to exceed these expectations. We want you to love your Myra Bag!",3115,1050.0
1539127,2780888,HARITECH Double Mobile Chain Lock Pouch with Card & Money Pocket for Oppo F19s / Oppo Reno7 SE 5G / Oppo Reno6 Lite - Brown,"[The Premium Leather Pouch Case, New Fashion Luxury Wallet Pouch | Dual Layer Dual Phone Storage And Multi Card Slot With Chain lock Wallet Case | It Functions Just Like a Wallet, Business And Travel Both Suitable.,* This Case In Hand Will Meet Your Storage Demand For Accommodating Few Credit Cards, Small Currency Changes And Small Tickets Along With Your lovely Mobile Phone | Wallet Phone Case’s Size Designed Very Large, Reserve The Largest Space For Apple/ Huawei/ Xiomi/ Iphone/ Google Phones Etc Will Suite.,Mobile Pouch with Belt clip/Belt loop . Light Weight, Durable, and Soft. Protect your Phone against Screen Damage and other accidental damages.,The flap is held together magnetically and is calibrated to be non-harmful to electronic devices. This allows for easy removal and replacement of your mobile device.,The Black Premium Leather Pouch Case Belt Clip Holster enables you to protect and carry your device. This holster will provide maximum protection against scratches and scuffs while preserving the condition of your device.]","This is a Universal Long Lasting Leather Carry Case Cover Pouch With Hidden Magnetic Closure For Closing The Case.Perfect Fit For Travel And Carrying Your Mobile On Bike.Wear Your Phone Sideways On Your Belt And Always Have It At Your Reach. Provides Excellent Protection From Scratches, Dirt And Shocks. It has a Leather Wrapped Metal Clip And Also A Belt Loop In Case You Want That Extra Security.Keep Your Mobile Safe In Executive Style with this Leather Pouch Case.",12058,787.401574
635874,2037155,LENOVO V145(81MTA00QIH) AMD/A4-9125/4GB/1TB/WIN10/15.6,"[Display: 15.6-inch HD 1366 x 768) display,Design & battery: Laptop weight: 2.1 kg | Integrated Li-Polymer 2-cell (30Wh) battery,Processor: AMD A4-9125 processor.,Operating System: Pre-loaded Windows 10 Home,Memory & Storage: 4 GB DDR4 RAM | 1TB HDD @ 5400 RPM]",,12762,1480.312
263767,477958,The Golden Plan,,,12744,600.0
1002739,2400225,Al Amin Foods Cara Mia California Style Marinated Artichoke Hearts 2 Glass Jars Net Wt. 14.75oz. 418g. each,"[Artichoke Hearts, Marinated,California style. Product of Peru,Trans Fat Free,Cholesterol Free,Gluten Free]","The Cara Mia California Style Marinated Artichoke Hearts is an ideal snack or addition to your favorite meals. They are a tasty choice for salads, or you can choose to eat them on their own. These gluten-free artichoke hearts come in a delicious herb and oil marinade for a delectable flavor. In addition, they have no trans fat or cholesterol. Free Shipping as 2 Glass Jars 14.75 oz. each",0,300.0
2106341,2214027,"Training Diary - notebook 100 pages, 6x9 - nice cover, good training",,,1,600.0
908837,1246994,"EORC Handmade Wool Reversible Modern Moroccan Kilim Rug, 5' x 8', Blue","[Reversible, flatweave construction,100% Premium Wool,Elegant Transitional Style,Stunning Transitional Pattern]",,1636,9600.0
